,FreeNet_pre_score,FreeNet_post_score,FreeNet_pre_rank,FreeNet_post_rank,FreeNet_delta_ranks,Reversed_pre_score,Reversed_post_score,Reversed_pre_rank,Reversed_post_rank,Reversed_delta_ranks,Independent_pre_score,Independent_post_score,Independent_pre_rank,Independent_post_rank,Independent_delta_ranks,dist_victim_relayer,out_deg_victim,in_deg_villain,victim,villain,relayer
868,0,616,12.5,100.0,87.5,0,70,12.5,55.5,43.0,0,70,12.5,62.0,49.5,2,5,0,50,66,10
869,364,964,99.0,100.0,1.0,96,96,91.0,91.0,0.0,96,96,91.0,91.0,0.0,2,3,40,87,3,7
870,42,42,51.0,51.0,0.0,94,94,48.0,48.0,0.0,40,40,49.0,49.0,0.0,-1,9,6,29,41,79
871,22,22,41.5,41.5,0.0,56,56,38.0,38.0,0.0,22,22,41.5,41.5,0.0,-1,8,2,42,63,98
872,160,366,83.0,96.0,13.0,150,150,88.0,88.0,0.0,150,150,88.0,88.0,0.0,3,7,12,43,37,62
873,0,1640,13.0,100.0,87.0,0,90,13.0,65.0,52.0,0,90,13.0,67.0,54.0,1,6,0,74,80,2
874,0,1640,13.0,100.0,87.0,0,110,13.0,53.5,40.5,0,77,13.0,59.0,46.0,1,14,0,17,79,27
875,0,102,13.0,81.0,68.0,0,8,13.0,31.5,18.5,0,3,13.0,33.0,20.0,4,4,0,77,86,74
876,100,100,72.0,72.0,0.0,100,100,71.0,71.0,0.0,100,100,76.0,76.0,0.0,3,6,18,44,30,62
877,2,208,30.0,94.0,64.0,5,14,30.5,36.5,6.0,2,14,30.0,40.0,10.0,3,3,1,60,95,10
878,54,1694,53.0,100.0,47.0,160,184,76.0,80.0,4.0,54,184,53.0,87.0,34.0,1,10,4,12,72,9
879,119,319,89.5,100.0,10.5,46,46,89.0,89.0,0.0,46,46,89.5,89.5,0.0,3,2,18,97,5,30
880,300,900,97.0,100.0,3.0,96,96,91.0,91.0,0.0,96,96,91.0,91.0,0.0,2,3,29,87,1,22
881,16,222,37.5,90.0,52.5,62,62,45.0,45.0,0.0,16,62,37.5,53.0,15.5,3,6,3,71,46,57
882,42,658,53.0,100.0,47.0,90,94,50.0,52.0,2.0,40,94,52.0,64.0,12.0,2,9,6,35,41,9
883,128,128,80.0,80.0,0.0,188,188,81.0,81.0,0.0,128,128,80.0,80.0,0.0,-1,10,6,18,26,97
884,40,40,57.5,57.5,0.0,38,38,60.0,60.0,0.0,38,38,62.0,62.0,0.0,-1,3,6,76,41,79
885,100,100,66.5,66.5,0.0,100,100,46.5,46.5,0.0,100,100,66.5,66.5,0.0,2,14,19,16,15,11
886,0,616,13.0,100.0,87.0,0,84,13.0,40.0,27.0,0,54,13.0,52.5,39.5,2,12,0,2,84,20
887,68,169,63.5,92.0,28.5,38,38,56.0,56.0,0.0,38,38,58.5,58.5,0.0,6,3,7,96,48,68
888,70,171,62.0,89.0,27.0,70,70,66.5,66.5,0.0,70,70,68.5,68.5,0.0,6,5,5,49,47,78
889,56,256,63.5,95.0,31.5,48,48,72.0,72.0,0.0,48,48,72.5,72.5,0.0,3,3,6,76,77,12
890,414,1030,96.0,100.0,4.0,320,320,97.5,97.5,0.0,320,320,97.5,97.5,0.0,2,11,22,5,9,2
891,156,362,83.0,97.0,14.0,200,200,82.5,82.5,0.0,156,200,83.0,91.5,8.5,3,11,13,19,33,43
892,76,76,62.5,62.5,0.0,86,86,59.5,59.5,0.0,76,76,62.5,62.5,0.0,-1,6,7,65,21,69
893,16,222,39.0,90.0,51.0,66,66,50.5,50.5,0.0,16,24,39.0,45.0,6.0,3,6,1,41,90,56
894,115,217,85.0,94.0,9.0,32,32,68.0,68.0,0.0,32,32,69.0,69.0,0.0,4,2,15,91,19,94
895,72,278,69.0,96.0,27.0,64,64,68.5,68.5,0.0,64,64,71.0,71.0,0.0,3,4,8,77,20,70
896,0,616,13.0,100.0,87.0,0,34,13.0,45.0,32.0,0,34,13.0,53.0,40.0,2,4,0,47,92,5
897,100,100,65.0,65.0,0.0,100,100,46.0,46.0,0.0,100,100,65.0,65.0,0.0,3,16,29,4,1,94
898,100,100,79.5,79.5,0.0,100,100,97.5,97.5,0.0,100,100,97.5,97.5,0.0,5,3,27,81,10,4
899,8,8,39.5,39.5,0.0,24,24,41.5,41.5,0.0,8,8,39.5,39.5,0.0,-1,4,2,84,83,69
900,6,622,30.5,100.0,69.5,28,64,31.5,40.5,9.0,6,64,30.5,55.0,24.5,2,8,1,27,88,23
901,192,192,91.0,91.0,0.0,134,134,87.0,87.0,0.0,134,134,88.0,88.0,0.0,-1,6,14,34,32,86
902,84,185,63.5,87.0,23.5,90,90,69.0,69.0,0.0,84,85,66.5,67.0,0.5,6,6,5,71,47,78
903,60,60,58.0,58.0,0.0,112,112,75.5,75.5,0.0,60,60,58.0,58.0,0.0,-1,7,5,43,25,99
904,38,1678,48.0,100.0,52.0,98,206,42.0,77.0,35.0,38,206,48.0,89.5,41.5,1,12,3,14,43,3
905,135,135,88.0,88.0,0.0,38,38,56.0,56.0,0.0,38,38,58.5,58.5,0.0,-1,3,16,96,18,81
906,6,622,31.0,100.0,69.0,24,56,32.0,41.5,9.5,6,56,31.0,51.5,20.5,2,6,2,71,42,16
907,0,0,13.0,13.0,0.0,0,0,13.0,13.0,0.0,0,0,13.0,13.0,0.0,-1,9,0,31,79,40
908,76,178,68.0,89.0,21.0,54,54,63.5,63.5,0.0,54,54,65.5,65.5,0.0,4,4,6,78,13,83
909,6,212,33.0,90.0,57.0,28,32,34.0,34.5,0.5,6,18,33.0,43.5,10.5,3,8,1,57,88,83
910,112,112,76.5,76.5,0.0,146,146,80.5,80.5,0.0,112,112,78.5,78.5,0.0,-1,8,4,10,72,96
911,100,100,68.0,68.0,0.0,100,100,53.5,53.5,0.0,100,100,68.0,68.0,0.0,2,10,2,22,63,7
912,0,0,12.5,12.5,0.0,0,0,12.5,12.5,0.0,0,0,12.5,12.5,0.0,-1,3,0,87,80,40
913,0,206,12.5,95.0,82.5,0,12,12.5,41.0,28.5,0,12,12.5,43.0,30.5,3,2,0,89,92,0
914,8,624,37.5,100.0,62.5,20,44,36.0,51.5,15.5,8,44,37.5,57.5,20.0,2,4,2,73,63,3
915,267,467,94.0,99.0,5.0,200,200,95.0,95.0,0.0,200,200,95.0,95.0,0.0,3,8,15,57,16,64
916,100,100,65.0,65.0,0.0,100,100,46.0,46.0,0.0,100,100,65.0,65.0,0.0,2,16,29,4,11,54
917,22,228,46.5,92.0,45.5,46,46,42.0,42.0,0.0,22,46,46.5,56.5,10.0,3,6,2,44,75,35
918,16,16,35.0,35.0,0.0,144,144,63.5,63.5,0.0,16,16,35.0,35.0,0.0,-1,14,1,25,90,69
919,88,1728,59.5,100.0,40.5,184,208,79.0,86.5,7.5,88,208,59.5,91.0,31.5,1,10,4,18,72,3
920,240,240,94.0,94.0,0.0,72,72,82.5,82.5,0.0,72,72,82.5,82.5,0.0,-1,3,27,87,10,50
921,8,8,38.5,38.5,0.0,18,18,41.0,41.0,0.0,8,8,38.5,38.5,0.0,-1,3,2,85,83,82
922,190,806,87.0,100.0,13.0,150,160,73.0,73.0,0.0,150,160,85.0,85.0,0.0,2,10,17,22,6,38
923,46,46,53.5,53.5,0.0,64,64,57.5,57.5,0.0,46,46,52.5,52.5,0.0,-1,5,2,88,83,76
924,250,866,94.0,100.0,6.0,240,240,90.0,90.0,0.0,240,240,94.0,94.0,0.0,2,12,18,6,5,26
925,64,680,67.5,100.0,32.5,28,38,51.0,65.0,14.0,28,38,55.5,67.0,11.5,2,3,9,92,27,7
926,0,616,13.0,100.0,87.0,0,56,13.0,38.0,25.0,0,35,13.0,46.0,33.0,2,9,1,54,69,28
927,0,206,13.0,89.0,76.0,0,40,13.0,35.0,22.0,0,22,13.0,45.5,32.5,3,8,0,57,40,47
928,16,16,36.5,36.5,0.0,80,80,39.0,39.0,0.0,16,16,36.5,36.5,0.0,-1,12,1,3,71,82
929,121,327,84.0,99.0,15.0,62,62,82.5,82.5,0.0,62,62,82.5,82.5,0.0,3,3,13,81,33,8
930,152,768,85.0,100.0,15.0,78,78,70.0,70.0,0.0,78,78,72.0,72.0,0.0,2,4,14,83,32,7
931,0,102,12.5,78.0,65.5,0,10,12.5,30.0,17.5,0,2,12.5,29.0,16.5,4,6,0,69,40,42
932,0,102,12.5,70.0,57.5,0,8,12.5,25.5,13.0,0,2,12.5,25.0,12.5,4,6,0,40,85,65
933,0,616,13.0,99.0,86.0,0,134,13.0,59.5,46.5,0,126,13.0,78.0,65.0,2,17,0,20,96,12
934,0,206,13.0,94.0,81.0,0,20,13.0,35.0,22.0,0,14,13.0,37.0,24.0,3,4,0,53,76,73
935,88,189,63.5,87.0,23.5,190,190,81.0,81.0,0.0,88,89,63.5,64.0,0.5,5,11,4,33,38,55
936,92,92,75.0,75.0,0.0,32,32,66.5,66.5,0.0,32,32,67.0,67.0,0.0,-1,2,8,68,17,59
937,0,616,13.0,100.0,87.0,0,42,13.0,36.5,23.5,0,42,13.0,50.0,37.0,2,6,0,51,84,0
938,256,872,94.5,100.0,5.5,296,296,93.0,93.0,0.0,256,296,93.5,96.0,2.5,2,14,16,8,18,57
939,154,154,90.0,90.0,0.0,88,88,81.0,81.0,0.0,88,88,82.5,82.5,0.0,-1,4,18,47,5,89
940,126,126,84.0,84.0,0.0,48,48,74.0,74.0,0.0,48,48,75.5,75.5,0.0,-1,3,15,94,16,36
941,111,1751,82.0,100.0,18.0,72,96,87.5,93.0,5.5,72,96,87.5,93.0,5.5,1,3,12,81,37,10
942,0,616,13.0,99.0,86.0,0,110,13.0,56.0,43.0,0,68,13.0,52.5,39.5,2,17,0,20,84,27
943,182,283,88.0,95.0,7.0,94,94,71.5,71.5,0.0,94,94,73.5,73.5,0.0,5,5,18,50,30,78
944,0,102,13.0,76.0,63.0,0,14,13.0,27.5,14.5,0,2,13.0,27.5,14.5,4,11,0,38,67,60
945,0,0,13.0,13.0,0.0,0,0,13.0,13.0,0.0,0,0,13.0,13.0,0.0,-1,17,0,20,80,86
946,0,616,13.0,100.0,87.0,0,76,13.0,34.0,21.0,0,38,13.0,43.0,30.0,2,14,0,8,89,70
947,70,171,67.0,85.0,18.0,84,84,75.0,75.0,0.0,70,84,72.5,75.5,3.0,5,5,6,70,28,95
948,16,632,37.5,100.0,62.5,34,48,36.0,39.0,3.0,16,34,37.5,45.0,7.5,2,6,1,71,49,74
949,16,16,38.0,38.0,0.0,70,70,44.0,44.0,0.0,16,16,38.0,38.0,0.0,-1,9,2,35,94,81
950,40,246,50.0,95.0,45.0,80,80,55.0,55.0,0.0,40,46,50.0,50.0,0.0,3,6,3,59,46,71
951,24,230,43.0,87.0,44.0,78,78,39.0,39.0,0.0,24,43,43.0,48.0,5.0,3,12,4,2,64,22
952,16,632,45.0,100.0,55.0,22,32,55.0,71.5,16.5,16,32,48.0,71.5,23.5,2,2,1,89,90,7
953,0,616,13.0,100.0,87.0,0,56,13.0,35.5,22.5,0,16,13.0,37.0,24.0,2,11,0,38,81,46
954,66,272,63.5,96.0,32.5,48,48,67.5,67.5,0.0,48,48,69.0,69.0,0.0,3,3,6,64,13,75
955,0,206,12.5,96.0,83.5,0,12,12.5,42.5,30.0,0,12,12.5,45.5,33.0,3,2,1,93,69,10
956,100,100,79.5,79.5,0.0,100,100,97.5,97.5,0.0,100,100,97.5,97.5,0.0,3,3,8,81,57,35
957,108,209,85.5,94.0,8.5,72,72,86.0,86.0,0.0,72,72,86.0,86.0,0.0,5,3,9,66,39,78
958,56,262,54.0,92.0,38.0,66,66,48.5,48.5,0.0,56,62,54.0,55.5,1.5,3,6,5,51,25,65
959,16,632,37.0,100.0,63.0,76,90,40.0,45.5,5.5,16,90,37.0,62.0,25.0,2,10,1,36,71,15
960,16,16,49.5,49.5,0.0,18,18,51.0,51.0,0.0,16,16,52.0,52.0,0.0,-1,2,2,98,42,69
961,245,451,94.0,98.0,4.0,232,232,94.5,94.5,0.0,232,232,95.0,95.0,0.0,3,10,15,0,19,90
962,122,328,80.0,95.0,15.0,118,118,70.5,70.5,0.0,122,118,80.0,80.0,0.0,3,9,8,35,8,22
963,128,744,80.0,100.0,20.0,200,210,79.5,83.0,3.5,128,210,80.0,90.5,10.5,2,12,5,3,47,27
964,0,0,13.0,13.0,0.0,0,0,13.0,13.0,0.0,0,0,13.0,13.0,0.0,-1,9,0,31,85,69
965,76,76,61.5,61.5,0.0,96,96,57.5,57.5,0.0,74,74,60.5,60.5,0.0,-1,7,6,43,41,96
966,0,206,13.0,92.0,79.0,0,24,13.0,42.0,29.0,0,24,13.0,52.5,39.5,3,4,1,78,50,10
967,0,102,12.5,80.0,67.5,0,6,12.5,29.5,17.0,0,2,12.5,28.5,16.0,4,3,1,87,45,94
968,0,0,13.0,13.0,0.0,0,0,13.0,13.0,0.0,0,0,13.0,13.0,0.0,-1,7,0,24,84,91
969,0,102,13.0,70.0,57.0,0,10,13.0,26.0,13.0,0,2,13.0,26.5,13.5,4,9,0,28,85,60
970,126,126,82.0,82.0,0.0,184,184,83.0,83.0,0.0,126,126,82.0,82.0,0.0,-1,10,8,22,17,50
971,255,255,95.0,95.0,0.0,288,288,96.0,96.0,0.0,288,288,96.0,96.0,0.0,-1,12,15,6,19,97
972,146,146,90.0,90.0,0.0,80,80,95.5,95.5,0.0,80,80,95.5,95.5,0.0,-1,2,13,91,33,81
973,0,102,12.5,75.0,62.5,0,9,12.5,27.0,14.5,0,2,12.5,27.0,14.5,4,5,0,80,81,49
974,431,431,100.0,100.0,0.0,224,224,99.0,99.0,0.0,224,224,99.0,99.0,0.0,-1,8,30,21,7,89
975,16,118,46.0,82.0,36.0,18,18,39.5,39.5,0.0,18,18,49.0,49.0,0.0,4,3,6,87,41,73
976,54,260,64.5,97.5,33.0,38,38,58.0,58.0,0.0,38,38,60.0,60.0,0.0,3,3,4,66,72,22
977,77,77,57.0,57.0,0.0,88,88,49.5,49.5,0.0,77,77,57.0,57.0,0.0,-1,8,8,27,57,96
978,0,0,13.0,13.0,0.0,0,0,13.0,13.0,0.0,0,0,13.0,13.0,0.0,-1,6,0,65,40,66
979,0,0,12.5,12.5,0.0,0,0,12.5,12.5,0.0,0,0,12.5,12.5,0.0,-1,6,0,59,98,76
980,0,0,13.0,13.0,0.0,0,0,13.0,13.0,0.0,0,0,13.0,13.0,0.0,-1,4,0,73,82,76
981,0,102,13.0,78.5,65.5,0,10,13.0,28.0,15.0,0,2,13.0,28.0,15.0,4,6,0,48,89,49
982,12,12,38.0,38.0,0.0,12,12,36.0,36.0,0.0,12,12,38.5,38.5,0.0,-1,2,2,91,63,67
983,149,765,90.0,100.0,10.0,72,72,84.0,84.0,0.0,72,72,85.0,85.0,0.0,2,3,15,96,19,33
984,16,222,36.0,87.5,51.5,82,90,35.0,35.5,0.5,16,30,36.0,43.0,7.0,3,16,1,9,49,73
985,8,624,37.5,100.0,62.5,20,34,35.5,44.5,9.0,8,34,37.5,51.0,13.5,2,4,3,83,51,32
986,0,0,13.0,13.0,0.0,0,0,13.0,13.0,0.0,0,0,13.0,13.0,0.0,-1,15,0,7,85,50
987,0,0,13.0,13.0,0.0,0,0,13.0,13.0,0.0,0,0,13.0,13.0,0.0,-1,7,0,43,59,82
988,150,250,86.5,93.5,7.0,216,216,80.5,80.5,0.0,150,150,86.5,86.5,0.0,4,12,12,6,37,55
989,0,206,13.0,92.0,79.0,0,26,13.0,32.0,19.0,0,26,13.0,44.0,31.0,3,7,1,46,69,8
990,126,742,77.0,100.0,23.0,158,158,76.5,76.5,0.0,126,158,78.0,86.0,8.0,2,9,8,28,17,37
991,0,616,13.0,100.0,87.0,0,86,13.0,36.0,23.0,0,53,13.0,49.0,36.0,2,15,0,7,93,57
992,0,0,13.0,13.0,0.0,0,0,13.0,13.0,0.0,0,0,13.0,13.0,0.0,-1,12,0,6,86,69
993,0,616,13.0,100.0,87.0,0,45,13.0,34.0,21.0,0,22,13.0,41.5,28.5,2,12,0,2,59,83
994,16,1656,37.0,100.0,63.0,84,122,41.0,62.0,21.0,16,74,37.0,56.5,19.5,1,12,2,14,42,70
995,38,244,49.0,95.0,46.0,98,98,54.0,54.0,0.0,38,64,49.0,60.5,11.5,3,8,6,39,70,47
996,115,731,79.0,100.0,21.0,146,166,79.0,84.0,5.0,115,166,79.0,88.0,9.0,2,8,8,30,57,3
997,0,0,13.0,13.0,0.0,0,0,13.0,13.0,0.0,0,0,13.0,13.0,0.0,-1,9,0,31,82,81
998,0,616,13.0,100.0,87.0,0,28,13.0,35.0,22.0,0,16,13.0,38.5,25.5,2,5,0,63,96,90
999,104,310,76.5,96.0,19.5,124,124,89.0,89.0,0.0,104,124,80.0,90.0,10.0,3,6,5,74,25,70
